,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearsincurrentrole,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework,Employee_id
1394,yes,travel rarely,202.0,8,3,life sciences,1433,1,M,34.0,2,1, research scientist ,2,unknown,22262,1,unknown,12,3,3,0,0,3,4,1,0,0,0,1992,no,1433
1395,no,travel rarely,1377.0,11,1,life sciences,1434,2,H,91.0,3,1, laboratory technician ,1,married,7679,0,unknown,14,3,2,0,6,3,4,5,0,1,4,1996,no,1434
1396,yes,unknown,592.0,2,3,unknown,1458,1,M,54.0,2,1, laboratory technician ,1,single,17181,2,yes,23,4,2,0,11,2,4,1,0,0,0,1984,yes,1458
1397,no,travel frequently,383.0,1,5,marketing,1481,1,M,79.0,3,2, sales executive ,3,married,9282,7,unknown,12,0,3,1,11,4,2,1,0,0,0,1979,no,1481
1398,no,unknown,990.0,25,3,unknown,1482,25,H,66.0,3,1, research scientist ,3,unknown,7152,1,unknown,13,3,2,2,1,2,2,1,0,0,0,1993,no,1482
1399,no,travel rarely,660.0,26,1,life sciences,0,4,H,76.0,3,1, sales representative ,3,unknown,16192,1,no,13,0,1,1,1,3,3,1,0,0,0,1988,yes,3517
1400,yes,travel frequently,381.0,9,3,unknown,1494,2,H,89.0,3,1, laboratory technician ,1,unknown,16998,2,unknown,11,3,3,0,0,2,2,0,0,0,0,1999,no,1494
1401,no,unknown,830.0,13,2,unknown,0,4,M,78.0,3,1, sales representative ,2,married,7103,1,unknown,13,3,3,1,1,2,0,1,0,0,0,1999,yes,19491
1402,yes,unknown,289.0,2,2,medical,1504,3,H,66.0,2,1, laboratory technician ,1,single,5355,7,no,11,0,3,0,8,2,2,0,0,0,0,1995,yes,1504
1403,no,travel rarely,1423.0,1,3,life sciences,0,1,H,72.0,2,1, research scientist ,3,unknown,12530,1,unknown,14,3,4,1,1,2,1,1,0,0,0,1995,no,14243
1404,no,unknown,516.0,8,5,unknown,1515,4,H,69.0,3,2, healthcare representative ,3,unknown,22049,2,unknown,17,3,1,0,14,6,3,0,0,0,0,1990,unknown,1515
1405,no,travel rarely,1089.0,6,3,unknown,1525,2,M,32.0,3,3, manufacturing director ,2,single,9150,4,unknown,18,0,4,0,9,3,3,2,0,2,2,1984,no,1525
1406,no,unknown,1210.0,2,3,medical,1542,3,H,68.0,2,1, laboratory technician ,2,married,24052,4,unknown,14,0,2,1,0,3,0,1,0,0,0,1981,yes,1542
1407,no,travel rarely,598.0,9,3,unknown,1558,3,H,91.0,4,1, research scientist ,3,married,22376,6,no,18,3,1,2,0,2,2,1,0,0,0,1994,no,1558
1408,no,travel rarely,992.0,1,3,unknown,1564,4,H,68.0,2,1, laboratory technician ,1,unknown,21731,1,no,19,3,2,0,0,3,3,3,0,1,2,1988,no,1564
1409,yes,travel rarely,104.0,14,3,unknown,0,14,M,69.0,3,1, laboratory technician ,1,unknown,26619,1,unknown,12,3,4,1,1,2,3,1,0,0,0,1988,yes,17772
1410,no,unknown,479.0,13,4,medical,1577,13,H,35.0,3,1, research scientist ,4,single,22061,1,unknown,13,3,3,0,0,4,0,1,0,0,0,1989,no,1577
1411,no,travel rarely,474.0,3,3,unknown,1581,1,M,89.0,3,1, research scientist ,4,unknown,11133,1,unknown,21,4,1,0,1,5,3,1,0,0,0,1997,yes,1581
1412,no,travel rarely,884.0,1,4,life sciences,0,2,M,73.0,3,2, sales executive ,3,single,21447,6,no,13,3,1,0,0,5,3,1,0,0,0,1987,yes,12681
1413,no,unknown,264.0,24,3,marketing,1591,24,H,59.0,3,5, manager ,3,married,19519,4,yes,16,0,3,1,0,2,3,1,0,0,0,1973,no,1591
1414,no,travel rarely,1059.0,9,2,unknown,0,4,H,93.0,2,5, manager ,4,unknown,26362,8,no,22,4,4,0,24,2,3,1,0,0,1,1981,no,18335
1415,no,unknown,1349.0,7,2,life sciences,1601,3,H,63.0,2,1, laboratory technician ,4,unknown,7713,1,no,18,3,4,1,0,5,2,1,0,0,1,1988,no,1601
1416,no,travel rarely,563.0,1,4,life sciences,1602,4,H,56.0,4,4, manager ,1,unknown,3156,1,unknown,15,3,2,0,27,5,1,26,0,0,12,1977,no,1602
1417,yes,travel frequently,544.0,3,2,medical,1624,2,M,70.0,3,1, sales representative ,4,single,18420,1,yes,12,3,3,0,0,2,4,0,0,0,0,2005,yes,1624
1418,no,unknown,991.0,5,3,unknown,1669,1,H,43.0,2,2, sales executive ,2,divorced,3356,1,yes,13,0,2,1,10,3,2,10,0,0,9,1994,yes,1669
1419,no,unknown,1112.0,5,4,life sciences,1673,1,M,67.0,3,2, sales executive ,4,unknown,22589,1,no,11,3,1,2,10,2,0,10,0,0,2,1992,unknown,1673
1420,no,travel rarely,1206.0,23,2,unknown,1678,4,H,80.0,3,3, sales executive ,3,single,11591,3,unknown,16,3,4,0,21,2,3,2,0,0,2,1982,yes,1678
1421,no,travel rarely,1495.0,4,2,unknown,0,4,M,87.0,3,1, laboratory technician ,3,unknown,26176,7,unknown,19,3,4,1,7,5,0,0,0,0,0,1985,unknown,13346
1422,yes,travel rarely,1259.0,2,4,life sciences,0,4,H,95.0,3,1, laboratory technician ,2,single,24852,1,no,12,3,1,0,1,2,3,1,0,0,0,1991,yes,4265
1423,no,unknown,797.0,1,4,unknown,1697,3,H,92.0,1,3, healthcare representative ,4,divorced,20467,3,no,20,4,3,1,19,2,4,1,0,0,0,1963,no,1697
1424,yes,unknown,240.0,22,1,unknown,1714,4,H,58.0,1,1, human resources ,3,married,11585,1,no,11,0,3,1,1,2,3,1,0,0,0,1999,unknown,1714
1425,no,travel rarely,369.0,8,2,life sciences,1724,2,M,92.0,3,2, manufacturing director ,1,unknown,5041,2,yes,16,3,2,1,18,3,3,1,0,0,0,1983,yes,1724
1426,no,travel rarely,793.0,21,1,unknown,0,2,H,33.0,3,1, research scientist ,4,married,3811,1,no,12,3,2,1,10,2,2,10,0,0,8,1993,yes,17510
1427,no,non-travel,543.0,2,4,marketing,1731,3,H,87.0,3,2, sales executive ,2,unknown,3536,7,no,11,3,4,1,4,3,1,1,0,0,0,1976,yes,1731
1428,yes,travel rarely,964.0,1,2,unknown,0,1,H,66.0,1,2, sales executive ,2,single,12147,6,unknown,15,3,2,0,10,2,3,0,0,0,0,1991,no,18976
1429,no,travel rarely,176.0,41,3,life sciences,1744,41,M,56.0,1,3, human resources ,3,married,6595,4,unknown,21,4,3,2,9,2,4,5,0,0,3,1978,unknown,1744
1430,no,unknown,181.0,2,4,unknown,1755,4,H,97.0,4,1, research scientist ,4,married,5586,0,yes,14,3,1,3,6,3,3,5,0,1,2,1989,no,1755
1431,yes,unknown,211.0,16,3,unknown,1758,1,M,74.0,3,3, sales executive ,1,unknown,10092,2,yes,20,4,3,0,0,2,2,0,0,0,0,1990,yes,1758
1432,yes,travel rarely,1079.0,16,4,unknown,1761,1,H,70.0,3,3, sales executive ,3,married,19002,2,unknown,13,3,1,3,0,2,3,1,0,0,0,1992,yes,1761
1433,no,travel rarely,590.0,4,3,technical degree,0,4,M,91.0,2,1, research scientist ,1,divorced,10007,1,unknown,13,3,3,1,0,2,3,1,0,0,0,1994,unknown,6024
1434,no,unknown,305.0,16,3,unknown,1763,3,H,58.0,4,2, healthcare representative ,3,married,9128,3,no,16,3,3,1,10,3,3,7,0,1,7,1993,no,1763
1435,no,travel rarely,833.0,18,3,medical,1766,2,H,60.0,1,2, healthcare representative ,4,married,24539,3,unknown,16,3,3,1,0,2,3,1,0,1,0,1985,yes,1766
1436,yes,unknown,807.0,17,3,technical degree,0,3,H,38.0,2,1, research scientist ,3,unknown,15587,9,yes,16,3,4,1,6,4,3,1,0,0,0,1980,no,4224
1437,no,travel rarely,478.0,44,3,unknown,0,3,H,60.0,2,5, research director ,1,married,19805,8,no,12,3,2,3,34,2,3,1,0,0,0,1968,no,19672
1438,yes,unknown,337.0,7,1,marketing,0,2,H,31.0,3,1, sales representative ,2,single,4567,1,unknown,13,3,2,0,0,3,3,1,0,1,0,2002,unknown,14462
1439,yes,travel rarely,1294.0,45,1,medical,1783,3,M,79.0,3,1, laboratory technician ,1,unknown,15999,1,yes,17,3,3,0,1,6,3,1,0,0,0,2001,unknown,1783
1440,no,travel rarely,1239.0,8,2,other,0,3,H,89.0,3,2, human resources ,2,divorced,12832,2,no,13,3,3,0,19,4,2,10,0,4,7,1986,yes,16886
1441,no,travel rarely,1128.0,13,3,unknown,0,2,H,95.0,4,2, healthcare representative ,1,married,5696,5,no,18,0,3,2,10,2,2,0,0,0,0,1981,no,10811
1442,no,unknown,1431.0,14,3,unknown,1839,2,M,33.0,3,1, research scientist ,3,single,8018,1,unknown,16,3,3,0,0,4,1,0,0,0,0,2005,yes,1839
1443,yes,travel rarely,359.0,18,5,human resources,1842,4,H,89.0,4,1, human resources ,1,married,21495,0,no,17,3,3,0,2,4,3,1,0,0,0,1992,yes,1842
1444,no,travel rarely,430.0,2,4,unknown,1847,4,M,73.0,3,2, research scientist ,2,unknown,19573,4,yes,22,4,4,1,0,2,3,1,0,0,0,1987,unknown,1847
1445,no,travel frequently,1318.0,10,4,marketing,1853,4,H,79.0,3,2, sales executive ,4,unknown,26075,8,unknown,13,3,3,0,0,2,4,0,0,0,0,1991,yes,1853
1446,no,unknown,726.0,29,1,life sciences,0,4,H,93.0,1,2, healthcare representative ,3,divorced,21143,8,no,17,0,4,2,11,3,0,7,0,1,6,1994,no,11140
1447,no,travel rarely,1142.0,8,3,unknown,1860,4,H,66.0,3,1, laboratory technician ,3,unknown,13624,4,no,13,0,4,0,0,3,3,0,0,0,0,1981,unknown,1860
1448,no,travel rarely,352.0,6,1,unknown,1865,4,H,87.0,2,1, human resources ,2,married,15434,1,no,11,3,4,0,0,3,3,1,0,0,0,1994,unknown,1865
1449,yes,unknown,797.0,24,2,unknown,0,4,H,73.0,2,1, research scientist ,4,unknown,14753,1,yes,24,0,2,0,1,3,2,1,0,1,0,1994,no,4705
1450,no,travel rarely,1172.0,3,3,medical,1875,2,M,78.0,3,1, sales representative ,2,unknown,3692,1,no,19,3,4,1,1,3,3,1,0,0,0,1995,yes,1875
1451,yes,unknown,945.0,9,3,unknown,1876,2,H,89.0,3,1, sales representative ,4,unknown,16019,1,unknown,13,3,3,0,0,3,2,1,0,0,0,1993,no,1876
1452,yes,travel rarely,391.0,7,1,life sciences,0,4,H,75.0,3,1, research scientist ,2,single,26092,1,unknown,23,4,1,0,1,2,3,1,0,0,0,2001,unknown,18994
1453,no,unknown,482.0,1,2,life sciences,1893,2,M,90.0,2,1, research scientist ,3,unknown,14908,1,yes,13,3,3,1,1,3,2,1,0,1,0,1997,no,1893
1454,no,travel rarely,170.0,1,4,unknown,1903,2,H,78.0,4,2, healthcare representative ,1,unknown,9364,2,unknown,15,3,4,1,10,5,3,2,0,2,2,1979,yes,1903
1455,yes,travel frequently,746.0,24,3,technical degree,1928,3,H,45.0,4,1, sales representative ,1,single,10642,1,no,17,3,4,0,1,3,0,1,0,0,0,1994,yes,1928
1456,yes,travel rarely,1475.0,13,2,marketing,1933,4,M,84.0,3,2, sales executive ,3,unknown,23352,3,yes,11,3,4,0,6,0,3,2,0,2,2,1995,unknown,1933
1457,no,travel rarely,1443.0,11,5,unknown,1935,4,M,89.0,2,2, sales executive ,1,married,20328,4,unknown,16,3,3,1,0,3,3,0,0,0,0,1967,unknown,1935
1458,no,travel rarely,867.0,9,2,unknown,1936,1,H,87.0,3,2, manufacturing director ,1,married,12315,1,no,25,4,4,1,10,3,3,10,0,7,9,1984,yes,1936
1459,no,unknown,605.0,21,3,unknown,1938,4,M,72.0,3,4, manager ,4,unknown,11761,4,yes,13,3,3,1,0,2,2,1,0,0,0,1965,unknown,1938
1460,no,travel rarely,419.0,12,4,marketing,1943,2,H,77.0,3,2, sales executive ,4,divorced,2900,3,unknown,12,0,3,2,14,4,3,0,0,0,0,1981,no,1943
1461,yes,unknown,1337.0,22,3,unknown,1944,1,M,58.0,2,1, human resources ,2,married,19555,1,no,12,3,1,0,0,2,3,1,0,0,0,1996,no,1944
1462,no,travel rarely,1404.0,1,3,unknown,1961,1,H,59.0,2,1, sales representative ,1,single,11473,4,unknown,14,3,1,0,20,3,2,1,0,0,0,1985,yes,1961
1463,no,unknown,1373.0,5,4,life sciences,1966,4,H,56.0,2,2, manufacturing director ,4,unknown,10138,8,no,24,4,2,0,0,1,3,1,0,0,0,1991,yes,1966
1464,no,unknown,1276.0,2,1,medical,1974,4,M,59.0,1,1, laboratory technician ,4,unknown,17536,1,unknown,11,3,3,3,0,4,3,1,0,0,0,1992,unknown,1974
1465,no,travel rarely,309.0,2,3,unknown,0,3,M,82.0,3,1, human resources ,2,unknown,19655,4,no,14,3,3,0,6,3,3,2,0,1,2,1998,no,1973
1466,no,unknown,543.0,44,4,unknown,2012,1,H,83.0,3,1, laboratory technician ,4,married,4060,8,no,19,3,3,2,8,3,2,1,0,0,0,1983,yes,2012
1467,no,non-travel,105.0,9,3,unknown,0,4,H,87.0,3,5, manager ,4,unknown,15302,2,unknown,13,3,3,0,0,3,2,6,0,1,3,1984,no,9707
1468,yes,unknown,638.0,9,3,unknown,2023,4,H,33.0,3,1, sales representative ,1,married,26956,1,no,19,3,1,1,0,3,0,1,0,1,0,2000,no,2023
1469,no,travel rarely,1146.0,26,4,life sciences,2040,3,M,31.0,3,3, human resources ,4,single,16642,1,yes,16,3,3,0,0,2,0,9,0,1,7,1988,no,2040
1470,no,travel rarely,1440.0,7,2,technical degree,1541,2,H,55.0,3,1, sales representative ,3,unknown,4944,0,yes,25,4,2,1,12,4,3,11,0,5,7,1989,yes,2254
1471,no,non-travel,1103.0,16,3,medical,1947,3,H,49.0,3,1, research scientist ,3,single,2122,1,no,14,3,3,0,5,3,2,5,0,1,4,1995,no,5080
1472,no,unknown,136.0,1,3,life sciences,1954,1,H,89.0,3,2, healthcare representative ,1,married,6225,0,no,12,3,1,1,6,5,2,5,0,0,2,1994,no,6297
1473,yes,travel rarely,147.0,23,4,medical,0,4,M,94.0,3,3, healthcare representative ,4,married,3465,1,unknown,12,3,4,1,40,3,2,40,0,15,6,1965,yes,12177
1474,no,unknown,119.0,3,3,life sciences,307,1,H,76.0,3,3, sales executive ,3,divorced,9647,0,unknown,12,3,3,2,0,6,2,16,0,5,13,1985,unknown,7776
1475,no,travel frequently,1413.0,1,1,unknown,0,2,M,42.0,3,3, sales executive ,4,married,6599,1,unknown,14,3,4,1,11,5,3,11,0,4,1,1994,unknown,6056
1476,no,travel rarely,452.0,1,3,medical,374,4,H,81.0,3,5, manager ,1,single,18938,0,unknown,14,3,3,0,37,2,3,36,0,4,13,1968,unknown,6224
1477,no,unknown,334.0,2,4,unknown,0,4,H,88.0,3,4, manager ,2,unknown,15896,1,unknown,19,3,2,0,0,2,3,22,0,0,4,1982,yes,9949
1478,no,travel rarely,1132.0,1,3,unknown,0,3,H,48.0,4,3, healthcare representative ,4,unknown,10942,0,no,17,0,1,3,19,5,2,18,0,3,7,1984,yes,17886
1479,no,unknown,797.0,15,2,life sciences,0,3,H,92.0,2,3, research director ,4,unknown,15682,0,unknown,14,3,2,1,0,3,3,11,0,2,9,1985,yes,7583
1480,no,unknown,982.0,12,3,unknown,0,1,H,66.0,2,4, research director ,2,unknown,4345,1,no,11,3,3,1,0,3,0,25,0,3,9,1980,yes,13626
1481,no,unknown,480.0,7,2,unknown,524,2,M,31.0,3,2, manufacturing director ,1,married,4156,1,no,12,3,2,1,13,5,1,13,0,3,12,1992,unknown,17076
1482,no,travel rarely,1099.0,29,4,life sciences,569,2,H,88.0,2,4, manager ,3,married,9314,0,no,15,3,2,1,28,2,3,27,0,15,7,1973,unknown,18485
1483,no,non-travel,1038.0,8,1,life sciences,1044,2,M,88.0,2,1, sales representative ,4,unknown,21437,0,unknown,19,3,4,0,0,2,2,2,0,2,2,1990,no,8833
1484,yes,unknown,342.0,2,3,life sciences,1053,1,H,57.0,3,1, research scientist ,1,married,15346,6,unknown,14,3,2,1,6,2,3,3,0,1,2,1997,unknown,3386
1486,no,unknown,430.0,1,4,medical,1069,4,H,40.0,3,5, research director ,4,unknown,21445,9,no,17,3,4,2,23,0,3,2,0,2,2,1977,yes,16173
1487,no,unknown,984.0,25,1,unknown,1131,4,M,70.0,2,1, research scientist ,2,single,25326,1,yes,11,3,3,0,2,6,4,2,0,2,2,2002,yes,10918
1488,no,travel frequently,793.0,20,3,unknown,1135,3,H,67.0,4,1, sales representative ,4,married,21981,0,no,12,0,1,1,3,4,3,2,0,2,2,1992,no,9546
1491,yes,unknown,603.0,9,4,unknown,1157,1,M,77.0,3,2, sales executive ,1,single,18385,0,unknown,17,3,1,0,6,3,3,5,0,0,3,1990,unknown,9858
1492,yes,unknown,874.0,15,3,medical,1160,3,H,72.0,3,1, laboratory technician ,3,unknown,6233,1,no,12,3,3,1,0,5,2,2,0,2,2,1992,no,5382
1493,no,travel rarely,367.0,25,2,unknown,1161,3,M,52.0,2,2, healthcare representative ,4,unknown,17171,7,no,13,3,3,2,9,2,3,6,0,1,3,1986,no,9819
1494,no,travel rarely,199.0,6,3,unknown,1162,4,H,55.0,2,1, research scientist ,3,married,7950,1,no,13,0,3,1,4,0,3,4,2,2,2,1996,no,14496
1495,no,travel frequently,797.0,4,4,other,1185,4,H,47.0,2,1, laboratory technician ,4,married,26537,1,unknown,13,3,2,1,2,2,4,2,0,2,2,1988,yes,14387
1496,no,unknown,718.0,4,4,unknown,0,4,M,92.0,3,5, manager ,1,divorced,18575,4,no,13,3,4,1,28,2,3,5,0,4,2,1967,no,7944
1497,no,unknown,1457.0,7,3,medical,1195,1,M,83.0,3,1, research scientist ,3,unknown,20100,4,yes,19,3,3,1,0,2,0,3,0,0,2,1978,unknown,13609
1498,no,travel rarely,244.0,2,3,life sciences,1778,2,H,97.0,3,1, human resources ,4,unknown,5033,0,no,13,3,2,0,0,5,3,9,0,1,8,1980,yes,4912
1500,yes,unknown,303.0,27,3,unknown,1797,3,H,84.0,3,2, sales executive ,4,unknown,13492,1,unknown,18,3,4,0,0,2,3,10,0,7,7,1988,yes,16976
1502,no,unknown,1092.0,47,3,medical,1816,47,M,64.0,3,3, manufacturing director ,3,single,2739,9,no,14,3,2,0,9,3,3,7,0,0,2,1993,no,7936
1503,yes,travel rarely,261.0,21,2,medical,1821,4,M,66.0,3,2, healthcare representative ,2,married,10842,4,no,22,4,4,1,13,2,4,9,7,3,7,1977,no,18838
1504,no,non-travel,589.0,48,4,unknown,0,48,M,67.0,3,2, sales executive ,3,married,19665,4,unknown,22,4,2,2,10,3,4,8,0,5,7,1978,yes,3735
1506,yes,unknown,797.0,10,3,life sciences,1869,3,M,64.0,3,3, sales executive ,2,unknown,14011,5,unknown,21,4,3,3,14,2,3,8,0,0,7,1977,no,11544
1507,no,travel rarely,1137.0,1,4,unknown,0,1,H,98.0,3,4, manager ,1,unknown,18991,2,unknown,11,3,1,1,22,3,0,19,0,11,16,1983,unknown,17665
1508,no,travel rarely,511.0,2,2,unknown,1898,1,M,89.0,4,2, sales executive ,3,single,26997,0,no,14,3,2,0,9,5,2,8,0,0,7,1996,yes,17835
1509,no,unknown,1396.0,6,3,medical,1911,3,H,83.0,3,3, research director ,1,married,14842,9,no,13,3,2,1,18,3,4,13,0,5,7,1981,no,3033
1511,no,travel frequently,797.0,1,2,life sciences,1927,3,H,42.0,2,2, sales executive ,4,married,19255,1,unknown,12,3,3,1,7,2,3,7,0,0,7,1995,unknown,3509
1512,no,travel rarely,691.0,5,4,unknown,423,3,H,86.0,3,1, research scientist ,4,married,10077,0,unknown,12,3,3,1,0,4,3,5,0,0,3,1992,yes,6984
1513,no,travel rarely,106.0,2,3,human resources,424,1,H,62.0,2,2, human resources ,1,unknown,17822,3,no,12,3,4,0,0,1,3,2,0,1,0,1992,yes,15840
1515,yes,unknown,723.0,8,4,medical,433,3,H,85.0,2,2, research scientist ,2,unknown,17747,2,no,15,0,1,0,11,3,2,8,0,7,7,1971,no,4788
1517,no,travel rarely,1482.0,5,5,unknown,447,4,H,42.0,3,5, research director ,3,married,16375,4,unknown,11,3,2,1,21,2,3,3,0,1,1,1976,yes,13839
1518,no,unknown,738.0,9,5,other,455,2,H,30.0,2,1, laboratory technician ,4,unknown,7621,0,no,17,3,3,0,4,2,0,3,0,2,2,1994,no,2871
1519,no,unknown,1192.0,5,2,medical,460,4,H,61.0,3,2, manufacturing director ,4,unknown,23177,7,no,16,3,3,2,8,2,2,6,0,0,4,1986,no,13597
1520,no,unknown,1309.0,22,1,unknown,465,3,H,83.0,3,1, research scientist ,4,unknown,16092,1,unknown,12,3,3,2,0,2,2,4,0,0,2,2000,no,7505
1521,no,travel rarely,544.0,2,1,unknown,470,3,H,52.0,3,1, human resources ,3,divorced,24017,0,yes,11,3,3,1,4,5,3,3,0,1,0,1981,yes,12490
1522,no,unknown,641.0,28,2,unknown,475,4,M,85.0,3,2, sales executive ,3,unknown,6069,7,unknown,12,3,2,1,4,2,4,2,0,2,2,1993,unknown,7153
1523,yes,unknown,756.0,1,1,unknown,478,1,M,99.0,2,1, sales representative ,2,single,9150,1,unknown,11,3,3,0,3,3,3,3,0,1,2,2002,no,11162
1524,no,travel rarely,593.0,1,4,medical,482,4,H,88.0,3,2, healthcare representative ,3,unknown,2967,2,no,11,3,3,0,0,2,3,3,0,1,2,1966,no,16905
1525,no,unknown,895.0,9,2,unknown,0,1,H,39.0,3,1, sales representative ,4,single,2851,1,unknown,24,4,3,0,3,3,2,3,2,2,2,2002,unknown,5171
1526,no,travel rarely,408.0,9,4,life sciences,0,3,H,42.0,2,1, research scientist ,2,unknown,7551,0,unknown,16,3,4,0,3,5,3,2,0,2,2,1992,no,3510
1527,no,unknown,1283.0,23,3,unknown,495,4,H,54.0,3,1, research scientist ,4,unknown,18168,9,no,16,0,4,0,6,4,3,3,0,1,2,1994,unknown,10481
1528,no,travel rarely,1469.0,1,2,unknown,0,4,H,82.0,3,1, laboratory technician ,2,unknown,17881,1,no,11,3,2,1,5,2,3,5,0,0,4,1996,yes,10384
1529,no,travel rarely,1261.0,7,3,other,0,2,H,31.0,2,3, healthcare representative ,3,single,12066,8,no,24,4,3,0,0,2,3,5,0,0,0,1974,no,15612
1530,no,travel rarely,329.0,2,3,unknown,501,4,M,96.0,3,1, research scientist ,3,married,11868,4,no,13,3,2,1,0,3,3,2,0,2,2,1987,yes,16006
1531,yes,non-travel,1362.0,37,3,marketing,502,1,H,67.0,4,2, sales executive ,4,unknown,4652,8,yes,13,3,2,0,0,3,2,5,0,0,4,1989,yes,19943
1532,no,unknown,1371.0,32,4,marketing,507,4,M,77.0,3,2, sales executive ,3,divorced,5915,1,yes,12,3,4,1,0,2,4,5,0,0,3,1999,yes,19360
1533,no,unknown,201.0,1,4,unknown,517,2,M,95.0,3,1, laboratory technician ,1,unknown,20490,3,no,16,3,2,1,8,5,3,5,0,1,2,1981,yes,560
1534,no,unknown,821.0,5,2,medical,522,1,H,86.0,3,5, research director ,1,married,8509,4,unknown,11,3,3,1,24,4,2,4,0,1,2,1969,yes,12585
1536,no,unknown,313.0,21,3,unknown,525,4,H,61.0,3,1, laboratory technician ,4,unknown,15238,7,unknown,20,4,1,1,0,1,3,3,0,1,2,1980,yes,4965
1538,no,travel rarely,329.0,1,2,unknown,530,4,H,98.0,2,1, laboratory technician ,1,married,16193,1,no,12,3,3,1,4,3,0,4,0,3,2,1992,yes,17848
1539,yes,travel rarely,688.0,3,3,medical,0,1,H,91.0,3,1, laboratory technician ,1,married,9396,5,no,13,3,3,1,6,5,0,2,0,0,2,1998,yes,10473
1540,no,unknown,192.0,10,2,life sciences,544,1,H,69.0,3,1, research scientist ,4,married,9655,3,no,21,0,4,2,8,3,2,2,0,0,2,1978,unknown,17813
1541,no,travel rarely,1385.0,33,2,medical,0,3,H,79.0,3,4, healthcare representative ,4,married,7501,0,yes,14,3,2,0,21,2,3,20,0,4,10,1978,unknown,10109
1542,yes,non-travel,666.0,29,4,life sciences,376,1,H,88.0,3,3, manager ,2,married,10268,1,unknown,12,3,4,1,0,2,2,10,0,9,9,1976,no,9514
1543,no,unknown,1315.0,38,3,life sciences,381,2,M,71.0,4,3, manager ,2,divorced,19100,7,unknown,18,0,2,1,10,6,2,7,0,6,2,1988,yes,17270
1544,no,travel frequently,442.0,2,2,unknown,388,2,H,44.0,3,2, sales executive ,4,single,20260,1,unknown,18,3,1,0,0,3,0,10,0,0,9,1994,unknown,4180
1545,no,travel rarely,147.0,17,2,technical degree,389,17,H,37.0,3,2, laboratory technician ,4,married,15972,3,unknown,19,0,4,1,12,4,3,10,0,0,8,1968,unknown,2203
1546,yes,travel rarely,950.0,4,4,unknown,401,4,H,48.0,2,2, sales executive ,4,single,8450,1,unknown,12,3,2,0,0,0,0,8,0,7,4,1997,yes,219
1547,no,travel rarely,218.0,7,3,technical degree,416,2,H,100.0,4,2, sales executive ,4,unknown,12241,4,unknown,11,3,2,1,10,3,2,8,0,7,7,1992,no,5034
1548,no,travel frequently,797.0,10,4,life sciences,430,3,M,33.0,3,1, laboratory technician ,4,unknown,10675,0,no,19,3,1,0,0,5,3,8,0,1,7,1980,no,1632
1549,no,travel rarely,691.0,7,3,marketing,438,4,H,73.0,3,2, sales executive ,4,unknown,7143,4,unknown,12,3,4,3,13,3,3,7,0,1,7,1992,yes,12808
1550,no,unknown,1018.0,2,4,medical,0,1,M,74.0,4,2, research scientist ,4,single,10557,7,unknown,16,3,3,0,0,0,2,7,0,0,7,1991,no,10658
1551,no,unknown,797.0,10,3,unknown,446,2,H,46.0,2,2, sales executive ,4,unknown,4317,3,no,14,3,3,0,0,6,2,7,0,0,1,1990,yes,18389
1552,no,travel frequently,559.0,30,4,life sciences,448,3,M,82.0,2,2, laboratory technician ,3,divorced,6227,1,no,11,0,2,1,9,3,4,9,0,0,0,1980,no,13464
1553,yes,travel rarely,318.0,8,4,unknown,454,2,H,77.0,1,1, laboratory technician ,1,unknown,4759,1,unknown,11,3,4,0,7,4,2,7,0,0,7,1994,yes,10768
1554,no,unknown,1130.0,12,4,unknown,458,2,M,56.0,3,2, sales executive ,2,unknown,3415,1,no,18,3,1,1,8,3,3,8,0,0,7,1996,yes,17403
1555,no,travel rarely,144.0,10,1,unknown,0,4,M,39.0,2,2, sales executive ,2,divorced,11866,1,yes,14,3,1,2,7,2,3,7,0,1,7,1994,unknown,18057
1556,no,unknown,1319.0,6,3,medical,0,3,H,51.0,4,2, research scientist ,1,divorced,17001,4,unknown,13,3,1,2,13,2,3,7,0,6,7,1986,unknown,15879
1557,no,travel rarely,933.0,1,3,unknown,476,3,H,57.0,3,2, sales executive ,3,unknown,20156,1,unknown,17,3,2,1,0,3,3,8,0,7,7,1997,no,16359
1558,no,travel rarely,1171.0,10,4,life sciences,483,4,M,46.0,4,1, laboratory technician ,3,married,22495,3,yes,13,3,3,1,0,3,3,7,0,1,7,1983,unknown,17779
1559,yes,unknown,143.0,4,3,unknown,488,1,H,56.0,3,2, sales executive ,2,unknown,9558,1,no,18,3,3,0,8,5,3,8,0,7,7,1982,yes,4227
1560,no,travel rarely,1178.0,31,2,unknown,500,31,M,87.0,3,2, sales executive ,4,unknown,14862,4,no,11,3,3,1,18,2,2,7,0,0,7,1972,no,16718
1562,no,unknown,906.0,6,3,life sciences,0,3,M,86.0,4,4, sales executive ,1,married,18256,9,no,11,3,4,3,36,0,2,7,0,7,7,1967,unknown,17035
